application,library,version,last_updated,age_days,age_months,age_years,maintenance_status,risk_level,recommendation
Analytics Platform,Gson,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,OpenSSL,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,OpenSSL,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,Commons IO,1.5.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Analytics Platform,Log4j,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,Jackson,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,BouncyCastle,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,OpenSSL,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,OpenSSL,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,Lodash,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,Gson,3.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Analytics Platform,BouncyCastle,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,Log4j,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,BouncyCastle,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Analytics Platform,BouncyCastle,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Spring Boot,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,React,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,Express,3.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,FastAPI,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,Kafka Client,2.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,PostgreSQL JDBC,2.14.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,MySQL Connector,2.17.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,Redis Client,2.14.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,Netty,3.2.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,Hibernate,3.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Notification Service,JUnit5,2.17.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Notification Service,Tomcat,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,OpenSSL,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Jackson,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,SLF4J,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Log4j,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Gson,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,SnakeYAML,2.17.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Notification Service,Commons IO,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Jackson,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Axios,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Commons IO,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Jackson,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,OpenSSL,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Jackson,3.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Notification Service,OpenSSL,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,JUnit5,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Guava,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,JUnit5,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Lodash,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,JUnit5,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,OpenSSL,2.14.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Notification Service,SLF4J,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,SnakeYAML,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,JUnit5,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Lodash,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,OkHttp,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Log4j,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Commons IO,1.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Notification Service,OkHttp,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Log4j,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Gson,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Guava,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Log4j,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,OkHttp,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Guava,3.2.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Notification Service,Jetty,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Log4j,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Jackson,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Notification Service,Jackson,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Spring Boot,3.2.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,React,2.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,Express,3.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,FastAPI,2.17.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,Kafka Client,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,PostgreSQL JDBC,3.2.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,MySQL Connector,1.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,Redis Client,3.2.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,Netty,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,Hibernate,1.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Mobile Backend,SLF4J,2.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Mobile Backend,OkHttp,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Guava,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Tomcat,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,JUnit5,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Axios,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Jetty,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Commons IO,2.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Mobile Backend,SLF4J,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Tomcat,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Lodash,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Tomcat,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Jetty,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Lodash,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,SnakeYAML,2.14.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Mobile Backend,Gson,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Gson,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Guava,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Log4j,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Jetty,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Gson,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Tomcat,1.5.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Mobile Backend,Axios,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,OkHttp,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Jackson,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Guava,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,JUnit5,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Lodash,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Guava,1.5.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Mobile Backend,Tomcat,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Log4j,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Commons IO,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Lodash,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Jetty,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Log4j,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,JUnit5,3.2.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Mobile Backend,Commons IO,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,SLF4J,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Axios,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Mobile Backend,Commons IO,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Spring Boot,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,React,3.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,Express,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,FastAPI,1.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,Kafka Client,2.14.1,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,PostgreSQL JDBC,1.5.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,MySQL Connector,2.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,Redis Client,2.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,Netty,2.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,Hibernate,1.0.0,2025-11-01,252,8.3,0.69,Actively Maintained,Low,Continue monitoring releases and security advisories.
Admin Dashboard,BouncyCastle,1.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Admin Dashboard,SLF4J,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Jackson,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,JUnit5,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,OpenSSL,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Lodash,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Jackson,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Axios,3.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Admin Dashboard,Jackson,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,BouncyCastle,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,OpenSSL,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,OpenSSL,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,JUnit5,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,OpenSSL,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,BouncyCastle,3.2.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Admin Dashboard,OpenSSL,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,SLF4J,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Lodash,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Gson,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Lodash,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,BouncyCastle,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,OkHttp,2.14.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Admin Dashboard,OpenSSL,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Log4j,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Tomcat,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Axios,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Jetty,3.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,BouncyCastle,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,BouncyCastle,3.0.0,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Admin Dashboard,OkHttp,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,JUnit5,2.14.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,SnakeYAML,1.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Jetty,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,OpenSSL,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Jetty,2.0.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,JUnit5,2.17.1,2022-01-15,1638,53.8,4.48,Unmaintained,Critical,Replace or isolate the dependency and obtain an approved exception.
Admin Dashboard,Jetty,1.5.0,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Tomcat,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Lodash,3.2.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
Admin Dashboard,Guava,2.17.1,2025-03-10,488,16.0,1.34,Moderately Outdated,Medium,Plan an upgrade review and confirm active upstream support.
